Game,Console Name,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
Battlezone,PS4,2016.0,Action,Rebellion Developments,0.02,0.02,0.0,0.01,0.04
Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
S̩bastien Loeb Rally Evo,PS4,2016.0,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04
Paper Mario: Color Splash,WiiU,2016.0,Role-Playing,Nintendo,0.2,0.14,0.05,0.03,0.42
Hitman (2016),PS4,2016.0,Action,Square Enix,0.0,0.04,0.0,0.01,0.05
Anima - Gate of Memories,PS4,2016.0,Action,Avanquest,0.0,0.02,0.0,0.0,0.02
Root Letter,PSV,2016.0,Adventure,PQube,0.0,0.03,0.01,0.01,0.05
Ride 2,PS4,2016.0,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.05
12-Sai. Koisuru Diary,3DS,2016.0,Adventure,Happinet,0.0,0.0,0.05,0.0,0.05
Dragon Quest Builders: Revive Alefgard,PS4,2016.0,Role-Playing,Square Enix,0.04,0.11,0.22,0.03,0.4
Life is Strange,PS4,2016.0,Adventure,Square Enix,0.15,0.15,0.03,0.06,0.4
Dino Dini's Kick Off Revival,PS4,2016.0,Sports,Avanquest,0.0,0.02,0.0,0.0,0.02
Pokken Tournament,WiiU,2016.0,Fighting,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01
Black Rose Valkyrie,PS4,2016.0,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02
The Legend of Zelda: Twilight Princess HD,WiiU,2016.0,Action,Nintendo,0.56,0.3,0.08,0.09,1.03
Until Dawn: Rush of Blood,PS4,2016.0,Adventure,Sony Computer Entertainment,0.18,0.15,0.0,0.07,0.39
Super Dungeon Bros,PS4,2016.0,Action,Nordic Games,0.01,0.0,0.0,0.0,0.01
Ace Attorney 6,3DS,2016.0,Adventure,Capcom,0.0,0.0,0.27,0.0,0.27
Taishou x Alice: All in One,PSV,2016.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
The King of Fighters XIV,PS4,2016.0,Fighting,Deep Silver,0.07,0.02,0.04,0.02,0.15
FIFA 17,PS4,2016.0,Sports,Electronic Arts,0.66,5.75,0.08,1.11,7.59
River City Ransom SP,3DS,2016.0,Action,Arc System Works,0.0,0.0,0.01,0.0,0.01
Kyoukai no Shirayuki,PSV,2016.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
Fast Racing Neo ,WiiU,2016.0,Action,Nintendo,0.0,0.01,0.0,0.0,0.01
7'scarlet,PSV,2016.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
Disney Art Academy,3DS,2016.0,Action,Nintendo,0.02,0.01,0.08,0.0,0.11
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,PSV,2016.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
Battlefield 1,PS4,2016.0,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08
Etrian Odyssey V,3DS,2016.0,Role-Playing,Atlus,0.0,0.0,0.12,0.0,0.12
Strawberry Nauts,PSV,2016.0,Adventure,Unknown,0.0,0.0,0.01,0.0,0.01
Farming 2017 - The Simulation,PS4,2016.0,Simulation,UIG Entertainment,0.0,0.01,0.0,0.0,0.01
Aikatsu Stars! My Special Appeal,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
Pokemon Sun/Moon,3DS,2016.0,Role-Playing,Nintendo,2.98,1.45,2.26,0.45,7.14
Robinson: The Journey,PS4,2016.0,Action,Crytek,0.06,0.03,0.0,0.02,0.12
LEGO Harry Potter Collection,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.01,0.11,0.0,0.02,0.15
Gundam Breaker 3,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
Hatsune Miku: Project Diva X,PSV,2016.0,Misc,Sega,0.01,0.0,0.1,0.0,0.12
Call of Duty: Infinite Warfare,PS4,2016.0,Shooter,Activision,1.61,2.0,0.15,0.71,4.46
Eve: Burst Error R,PSV,2016.0,Action,Red Flagship,0.0,0.0,0.01,0.0,0.01
7 Days to Die,PS4,2016.0,Action,Telltale Games,0.04,0.08,0.0,0.02,0.14
Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1.85,2.5,0.19,0.85,5.38
Dead Island Definitive Collection,PS4,2016.0,Action,Deep Silver,0.03,0.07,0.01,0.02,0.14
Total War: WARHAMMER,PC,2016.0,Strategy,Sega,0.0,0.12,0.0,0.01,0.13
The Longest 5 Minutes,PSV,2016.0,Action,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
Dungeons 2,PS4,2016.0,Role-Playing,Kalypso Media,0.01,0.0,0.0,0.0,0.01
Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
Norn + Nonette: Act Tune,PSV,2016.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
Codename: Panzers Complete Collection,PC,2016.0,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01
ReCore,XOne,2016.0,Action,Microsoft Game Studios,0.08,0.05,0.0,0.01,0.15
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Guitar Hero Live,PS4,2015.0,Misc,Activision,0.34,0.38,0.0,0.14,0.86
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
Ride,PS4,2015.0,Racing,Milestone S.r.l.,0.04,0.13,0.03,0.03,0.22
Forza Motorsport 6,XOne,2015.0,Racing,Microsoft Game Studios,0.73,0.9,0.03,0.14,1.8
Darksiders II,PS4,2015.0,Action,Nordic Games,0.09,0.1,0.0,0.04,0.22
Dragon Quest VIII: Journey of the Cursed King,3DS,2015.0,Role-Playing,Square Enix,0.0,0.0,0.86,0.0,0.86
Train Simulator 2016,PC,2015.0,Simulation,Unknown,0.0,0.04,0.0,0.0,0.04
Ray Gigant,PSV,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
The Sims 4: Luxury Party Stuff,PC,2015.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02
Professional Farmer 2016,PS4,2015.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.02
Nobunaga's Ambition II,3DS,2015.0,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
The Elder Scrolls Online,PS4,2015.0,Role-Playing,Bethesda Softworks,0.67,0.79,0.0,0.29,1.75
Uta no Prince-Sama: All Star After Secret,PSP,2015.0,Action,Broccoli,0.0,0.0,0.08,0.0,0.08
The Order: 1886,PS4,2015.0,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.74
Xenoblade Chronicles X,WiiU,2015.0,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84
Paranormal Pursuit: The Gifted One,PC,2015.0,Action,Alawar Entertainment,0.0,0.01,0.0,0.0,0.02
Blade Arcus from Shining EX,PS4,2015.0,Fighting,Sega,0.0,0.0,0.02,0.0,0.02
I Doll U,PSV,2015.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Famicom Remix Best Choice,3DS,2015.0,Action,Nintendo,0.0,0.0,0.04,0.0,0.04
Assassin's Creed Chronicles: China,PS4,2015.0,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04
Transformers: Devastation,PS4,2015.0,Action,Activision,0.1,0.09,0.0,0.04,0.23
Until Dawn,PS4,2015.0,Adventure,Sony Computer Entertainment Europe,0.45,0.9,0.05,0.26,1.66
Bravely Second: End Layer,3DS,2015.0,Role-Playing,Nintendo,0.17,0.1,0.18,0.03,0.49
Just Dance: Disney Party 2,WiiU,2015.0,Action,Ubisoft,0.06,0.01,0.0,0.01,0.08
Total War: Attila,PC,2015.0,Strategy,Sega,0.09,0.13,0.0,0.02,0.24
Chibi-Robo! Zip Lash,3DS,2015.0,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24
Minecraft: Story Mode,X360,2015.0,Adventure,Mojang,0.48,0.33,0.0,0.08,0.88
One Piece: Pirate Warriors 3,PS4,2015.0,Action,Namco Bandai Games,0.09,0.22,0.1,0.06,0.46
Yoru no Nai Kuni,PS4,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.08,0.0,0.08
Samurai Warriors 4-II,PS4,2015.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.12
Kaleidoeve,PSV,2015.0,Adventure,HuneX,0.0,0.0,0.02,0.0,0.02
Stella Glow,3DS,2015.0,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24
Romance of the Three Kingdoms 13,PS4,2015.0,Action,Tecmo Koei,0.02,0.0,0.05,0.01,0.08
Rugby League Live 3,PS4,2015.0,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02
Aikatsu! My No.1 Stage!,3DS,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
Mario Party 10,WiiU,2015.0,Misc,Nintendo,0.69,0.53,0.24,0.12,1.58
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Root Infinity Rexx,PSV,2015.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
Grand Ages: Medieval,PS4,2015.0,Strategy,Kalypso Media,0.0,0.05,0.02,0.01,0.07
Reine des Fleurs,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
Yuki Yuna is a Hero: Memory of the Forest,PSV,2015.0,Action,FuRyu,0.0,0.0,0.04,0.0,0.04
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015.0,Puzzle,Nintendo,0.06,0.07,0.34,0.01,0.48
Etrian Mystery Dungeon,3DS,2015.0,Role-Playing,Nippon Ichi Software,0.09,0.01,0.13,0.01,0.24
 Fire Emblem Fates,3DS,2015.0,Role-Playing,Nintendo,0.81,0.23,0.52,0.11,1.68
Skylanders: SuperChargers,WiiU,2015.0,Action,Activision,0.25,0.19,0.0,0.04,0.48
Gal Gun: Double Peace,PSV,2015.0,Action,PQube,0.0,0.02,0.01,0.01,0.04
Kirby and the Rainbow Curse,WiiU,2015.0,Platform,Nintendo,0.22,0.13,0.12,0.04,0.52
Assassin's Creed: Rogue,PC,2015.0,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08
Girls Mode 3: Kirakira Code,3DS,2015.0,Action,Nintendo,0.0,0.0,0.23,0.0,0.23
Psychedelica of the Black Butterfly,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
Monster Strike 3DS,3DS,2015.0,Action,"mixi, Inc",0.0,0.0,0.87,0.0,0.87
Corpse Party: Blood Covered - Repeated Fear,3DS,2015.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015.0,Role-Playing,Experience Inc.,0.0,0.0,0.04,0.0,0.04
Hyperdimension Neptunia Victory II,PS4,2015.0,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04
The Sims 4: Spa Day,PC,2015.0,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04
Rock Band 4,XOne,2015.0,Misc,Harmonix Music Systems,0.38,0.04,0.0,0.05,0.47
Dragon's Dogma Online,PS4,2015.0,Role-Playing,Capcom,0.0,0.0,0.08,0.0,0.08
Borderlands: The Handsome Collection,PS4,2015.0,Shooter,Take-Two Interactive,0.38,0.33,0.03,0.14,0.88
Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,2015.0,Action,5pb,0.0,0.0,0.02,0.0,0.02
Code Name: S.T.E.A.M.,3DS,2015.0,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21
The Sims 4: Get Together,PC,2015.0,Simulation,Electronic Arts,0.05,0.15,0.0,0.02,0.22
Raven's Cry,PS4,2015.0,Role-Playing,TopWare Interactive,0.0,0.01,0.0,0.0,0.01
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Let's Sing 2016,PS4,2015.0,Action,FuRyu Corporation,0.03,0.0,0.0,0.01,0.03
YoKai Watch Dance: Just Dance Special Version,WiiU,2015.0,Misc,Level 5,0.0,0.0,0.03,0.0,0.03
Steins;Gate 0,PSV,2015.0,Adventure,PQube,0.0,0.03,0.05,0.01,0.09
Infinite Stratos 2: Love and Purge,PSV,2015.0,Action,5pb,0.0,0.0,0.01,0.0,0.01
War for the Overworld,PC,2015.0,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01
Medabots 9: Metabee / Rokusho,3DS,2015.0,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03
Dying Light,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.96,0.67,0.12,0.34,2.09
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
Ukiyo no Shishi,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Resident Evil: Revelations 2,PS4,2015.0,Action,Capcom,0.13,0.24,0.1,0.07,0.55
Splatoon,WiiU,2015.0,Shooter,Nintendo,1.54,1.18,1.46,0.26,4.43
Battlefield: Hardline,PS4,2015.0,Shooter,Electronic Arts,0.71,0.94,0.14,0.32,2.1
Rugby 15,PS4,2015.0,Sports,Bigben Interactive,0.04,0.06,0.0,0.02,0.11
Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,Ubisoft,0.55,1.19,0.14,0.33,2.21
Xenoblade Chronicles,3DS,2015.0,Role-Playing,Nintendo,0.27,0.14,0.12,0.04,0.56
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,2015.0,Action,Capcom,0.0,0.0,0.19,0.0,0.19
Tales of Zestiria,PS3,2015.0,Role-Playing,Namco Bandai Games,0.05,0.07,0.42,0.02,0.56
Call of Duty: Black Ops 3,PS4,2015.0,Shooter,Activision,6.03,5.86,0.36,2.38,14.63
MegaTagmension Blanc + Neptune VS Zombies,PSV,2015.0,Action,Idea Factory International,0.02,0.01,0.05,0.01,0.09
Adventure Time: Finn & Jake Investigations,PS4,2015.0,Action,Little Orbit,0.03,0.05,0.0,0.02,0.09
Devil May Cry 4,PS4,2015.0,Action,Capcom,0.01,0.0,0.08,0.0,0.09
Yokai Watch Busters,3DS,2015.0,Action,Level 5,0.0,0.0,2.29,0.0,2.29
Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,2015.0,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03
Norn + Nonette: Last Era,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
Hitotsu Tobashi Renai V,PSV,2015.0,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.01
The Legend of Zelda: Majora's Mask 3D,3DS,2015.0,Action,Nintendo,1.15,0.55,0.47,0.17,2.34
Fuuraiki 3,PSV,2015.0,Action,Unknown,0.0,0.0,0.01,0.0,0.01
God Eater Resurrection,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19
3rd Super Robot Wars Z: Tengoku-Hen,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19
Rare Replay,XOne,2015.0,Misc,Microsoft Game Studios,0.49,0.22,0.01,0.07,0.79
Langrisser: Re:Incarnation Tensei,3DS,2015.0,Role-Playing,Extreme Entertainment Group,0.02,0.0,0.01,0.0,0.03
Stranger of Sword City,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,0.01,0.04
Yakuza Zero: The Place of Oath,PS3,2015.0,Action,Sega,0.0,0.0,0.25,0.0,0.25
The Witch and the Hundred Knight,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.09
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Kuroko's Basketball: Ties to Future,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
LEGO Ninjago: Shadow of Ronin,3DS,2015.0,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.04,0.01,0.21
Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62
Sumikko Gurashi: Omise Hajimerundesu,3DS,2015.0,Action,Nippon Columbia,0.0,0.0,0.15,0.0,0.15
StarCraft II: Legacy of the Void,PC,2015.0,Strategy,Activision,0.19,0.29,0.0,0.04,0.53
Pro Evolution Soccer 2016,PS4,2015.0,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79
Just Cause 3,PS4,2015.0,Action,Square Enix,0.47,1.03,0.07,0.28,1.86
Legend of Kay Anniversary,PS4,2015.0,Action,Nordic Games,0.0,0.02,0.0,0.0,0.03
DoraMoji: Nobita no Kanji Daisakusen,3DS,2015.0,Misc,Shogakukan,0.0,0.0,0.04,0.0,0.04
The Seven Deadly Sins: Unjust Sin,3DS,2015.0,Adventure,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
Rory McIlroy PGA Tour,PS4,2015.0,Action,Electronic Arts,0.18,0.25,0.0,0.08,0.52
Sid Meier's Civilization Revolution 2+,PSV,2015.0,Strategy,Take-Two Interactive,0.0,0.0,0.02,0.0,0.02
The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015.0,Role-Playing,Kadokawa Games,0.0,0.0,0.03,0.0,0.03
"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015.0,Action,Unknown,0.0,0.01,0.0,0.0,0.01
Destiny: The Taken King,PS4,2015.0,Shooter,Activision,0.78,0.79,0.04,0.31,1.93
Meiji Toukyou Renka: Twilight Kiss,PSP,2015.0,Action,Broccoli,0.0,0.0,0.02,0.0,0.02
State of Decay,XOne,2015.0,Strategy,Microsoft Game Studios,0.14,0.05,0.0,0.02,0.21
WRC 5: FIA World Rally Championship,PS3,2015.0,Sports,Bigben Interactive,0.02,0.05,0.0,0.01,0.09
Sengoku Basara 4: Sumeragi,PS3,2015.0,Action,Capcom,0.0,0.0,0.09,0.0,0.09
Tony Hawk's Pro Skater 5,PS4,2015.0,Sports,Activision,0.09,0.08,0.0,0.03,0.21
Diabolik Lovers: Dark Fate,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
Might & Magic Heroes VII,PC,2015.0,Strategy,Ubisoft,0.0,0.08,0.0,0.0,0.09
Arslan: The Warriors of Legend,PS4,2015.0,Action,Tecmo Koei,0.03,0.01,0.04,0.01,0.09
Sousaku Alice to Oujisama!,3DS,2015.0,Simulation,Happinet,0.0,0.0,0.01,0.0,0.01
Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.78,1.27,0.03,0.41,4.48
Zombie Army Trilogy,PS4,2015.0,Shooter,Rebellion Developments,0.05,0.12,0.0,0.03,0.2
SpongeBob: HeroPants,X360,2015.0,Platform,Activision,0.08,0.0,0.0,0.01,0.09
Pokemon Rumble World,3DS,2015.0,Action,Nintendo,0.0,0.01,0.08,0.0,0.09
Paddington: Adventures in London,3DS,2015.0,Puzzle,Koch Media,0.0,0.03,0.0,0.0,0.03
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
Hakuoki: Reimeiroku - Omouhase Kara,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Exist Archive: The Other Side of the Sky,PSV,2015.0,Role-Playing,Aksys Games,0.01,0.0,0.05,0.0,0.06
Downtown Nekketsu Jidaigek,3DS,2015.0,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02
Devil Survivor: Over Clock,3DS,2015.0,Strategy,Atlus,0.0,0.0,0.02,0.0,0.02
WWE 2K16,PS4,2015.0,Sports,Take-Two Interactive,0.41,0.6,0.0,0.2,1.21
Dynasty Warriors 8: Empires,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
Sword Art Online: Game Director's Edition,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Angelique Retour,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
Persona 4: Dancing All Night,PSV,2015.0,Misc,Nippon Ichi Software,0.09,0.04,0.15,0.04,0.32
Tropico 5,PS4,2015.0,Simulation,Kalypso Media,0.06,0.16,0.06,0.04,0.31
Kiniro no Corda 3,3DS,2015.0,Adventure,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
MX vs. ATV Supercross Encore,PS4,2015.0,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06
Farming Simulator 2015,PS3,2015.0,Simulation,Koch Media,0.11,0.2,0.0,0.06,0.37
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015.0,Action,Alchemist,0.0,0.0,0.05,0.0,0.05
Mad Max (2015),PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.36,0.59,0.04,0.18,1.17
Hatsune Miku: Project Mirai DX,3DS,2015.0,Misc,Sega,0.16,0.04,0.1,0.02,0.32
Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,2015.0,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01
Diabolik Lovers: More Blood,PSV,2015.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015.0,Shooter,Xseed Games,0.03,0.02,0.0,0.01,0.06
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015.0,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02
Saints Row IV,PS4,2015.0,Action,Deep Silver,0.13,0.18,0.03,0.06,0.39
Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
Dishonored,PS4,2015.0,Action,Bethesda Softworks,0.12,0.2,0.02,0.06,0.39
Fallout 4,PS4,2015.0,Role-Playing,Bethesda Softworks,2.53,3.27,0.24,1.13,7.16
Genkai Tokki: Moero Crystal,PSV,2015.0,Role-Playing,Compile Heart,0.0,0.0,0.06,0.0,0.06
Pokemon Super Mystery Dungeon,3DS,2015.0,Role-Playing,Nintendo,0.48,0.35,0.34,0.08,1.25
Natsuiro High School: Seishun Hakusho,PS4,2015.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
Devil's Third,WiiU,2015.0,Action,Nintendo,0.04,0.02,0.0,0.01,0.06
DmC: Devil May Cry,PS4,2015.0,Action,Capcom,0.12,0.13,0.0,0.05,0.31
Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015.0,Action,Compile Heart,0.0,0.0,0.02,0.0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Saints Row: Gat out of Hell,PS4,2015.0,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05
Otoko Yukaku,PSV,2015.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015.0,Action,FuRyu,0.0,0.0,0.06,0.0,0.06
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015.0,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
Grand Theft Auto V,PC,2015.0,Action,Take-Two Interactive,0.39,0.69,0.0,0.09,1.17
Rugby World Cup 2015,PS4,2015.0,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06
Rugby League Team Manager 2015,PC,2015.0,Action,Alternative Software,0.0,0.02,0.0,0.0,0.02
Dead or Alive 5,PS4,2015.0,Fighting,Tecmo Koei,0.09,0.13,0.08,0.04,0.34
Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015.0,Role-Playing,Tecmo Koei,0.03,0.02,0.06,0.01,0.12
Chaos;Child,PSV,2015.0,Adventure,5pb,0.0,0.0,0.05,0.0,0.05
Arcania: Gothic 4,PS4,2015.0,Role-Playing,Nordic Games,0.04,0.0,0.0,0.01,0.05
Cities: Skylines,PC,2015.0,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14
The Legend of Zelda: Tri Force Heroes,3DS,2015.0,Action,Nintendo,0.53,0.33,0.17,0.08,1.12
New Prince of Tennis: Go to the Top,3DS,2015.0,Action,FuRyu,0.0,0.0,0.05,0.0,0.05
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Don Bradman Cricket 14,PS4,2015.0,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12
Goosebumps: The Game,3DS,2015.0,Adventure,WayForward Technologies,0.05,0.0,0.0,0.01,0.05
Criminal Girls 2,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.01,0.01,0.03,0.01,0.05
Omega Labyrinth,PSV,2015.0,Role-Playing,D3Publisher,0.0,0.0,0.05,0.0,0.05
Football Manager 2016,PC,2015.0,Simulation,Sega,0.0,0.33,0.0,0.02,0.35
Shovel Knight,3DS,2015.0,Platform,Yacht Club Games,0.08,0.04,0.02,0.01,0.14
Disney Magic World 2,3DS,2015.0,Action,Nintendo,0.02,0.11,0.19,0.01,0.34
Sword Art Online: Hollow Fragment,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.12
Project CARS,PS4,2015.0,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,1.09
Luminous Arc Infinity,PSV,2015.0,Action,Marvel Entertainment,0.0,0.0,0.05,0.0,0.05
Saki: Zenkoku-hen,PSV,2015.0,Misc,Kaga Create,0.0,0.0,0.06,0.0,0.06
Xblaze: Lost Memories,PS3,2015.0,Adventure,Arc System Works,0.02,0.0,0.0,0.0,0.02
To Heart 2: Dungeon Travelers,PSV,2015.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
Handball 16,PS4,2015.0,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06
Sword Art Online: Lost Song,PSV,2015.0,Role-Playing,Namco Bandai Games,0.06,0.04,0.23,0.03,0.36
Game of Thrones (Telltale),PS4,2015.0,Adventure,Telltale Games,0.04,0.0,0.0,0.01,0.05
Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14
Spirits and Demons: 5 Game Pack,PC,2015.0,Misc,Focus Multimedia,0.0,0.02,0.0,0.0,0.02
Dragon Ball Z: Extreme Butoden,3DS,2015.0,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33
Miracle Girls Festival,PSV,2015.0,Misc,Sega,0.0,0.0,0.06,0.0,0.06
